match_type;games;avg_orig_smaller_div_bigger_gamescore_permil;std_orig_smaller_div_bigger_gamescore_permil;losers_original_points_pct
2.HE;2;595;71;59.5
Mix;2;595;119;59.5
1.HE;2;595;24;59.5
1.HD;2;595;167;59.5
DD;2;595;119;59.5
2.HD;2;595;71;59.5
DD;2;595;24;59.5
2.HD;2;595;71;59.5
Mix;2;595;71;59.5
2.HE;2;595;119;59.5
2.HD;2;595;167;59.5
3.HE;2;595;119;59.5
2.HD;2;595;214;59.5
2.HD;2;595;119;59.5
2.HE;2;595;262;59.5
DD;2;595;71;59.5
DE;2;595;71;59.5
1.HD;2;595;71;59.5
1.HD;2;595;24;59.5
1.HD;2;595;71;59.5
DD;2;595;24;59.5
3.HE;2;595;71;59.5
1.HE;2;595;214;59.5
2.HE;2;595;24;59.5
Mix;2;595;119;59.5
3.HE;2;595;71;59.5
3.HE;2;595;119;59.5
1.HE;2;595;71;59.5
DE;2;595;71;59.5
1.HD;2;595;214;59.5
2.HD;2;595;71;59.5
2.HE;2;595;71;59.5
1.HD;2;595;310;59.5
DE;2;595;24;59.5
Mix;2;595;167;59.5
1.HD;2;595;167;59.5
2.HE;2;595;24;59.5
2.HD;2;595;24;59.5
1.HD;2;595;24;59.5
DD;2;595;167;59.5
1.HE;2;595;214;59.5
3.HE;2;595;214;59.5
1.HD;2;595;71;59.5
DD;2;595;119;59.5
1.HD;2;595;214;59.5
3.HE;2;595;167;59.5
2.HD;2;595;24;59.5
3.HE;2;595;119;59.5
3.HE;2;595;71;59.5
2.HD;2;595;24;59.5
3.HE;2;595;167;59.5
1.HE;2;595;262;59.5
DD;2;595;167;59.5
1.HE;2;595;24;59.5
DD;2;595;24;59.5
3.HE;2;595;214;59.5
DE;2;595;119;59.5
2.HD;2;595;71;59.5
2.HE;2;595;167;59.5
1.HE;2;595;24;59.5
DD;2;595;167;59.5
3.HE;2;595;262;59.5
3.HE;2;595;262;59.5
Mix;2;595;167;59.5
2.HD;2;595;310;59.5
1.HD;2;595;24;59.5
3.HE;2;595;167;59.5
DE;2;595;71;59.5
DD;2;595;310;59.5
DE;2;595;24;59.5
2.HE;2;595;24;59.5
3.HE;2;595;167;59.5
2.HE;2;595;167;59.5
DD;2;595;24;59.5
DD;2;595;119;59.5
1.HD;2;595;214;59.5
DD;2;595;71;59.5
3.HE;2;595;71;59.5
Mix;2;595;119;59.5
DE;2;595;167;59.5
3.HE;2;595;119;59.5
2.HD;2;595;119;59.5
2.HE;2;595;71;59.5
1.HE;2;595;24;59.5
DE;2;595;24;59.5
2.HE;2;595;262;59.5
1.HE;2;595;262;59.5
Mix;2;595;119;59.5
DD;2;595;71;59.5
2.HE;2;595;262;59.5
2.HE;2;595;167;59.5
1.HE;2;595;119;59.5
Mix;2;595;24;59.5
3.HE;2;595;167;59.5
2.HE;2;595;119;59.5
1.HD;2;595;24;59.5
2.HD;2;595;167;59.5
Mix;2;595;167;59.5
Mix;2;595;214;59.5
2.HD;2;595;24;59.5
2.HD;2;595;262;59.5
3.HE;2;595;214;59.5
1.HD;2;595;24;59.5
1.HD;2;595;310;59.5
1.HE;2;595;24;59.5
3.HE;2;595;24;59.5
Mix;2;595;119;59.5
1.HD;2;595;71;59.5
Mix;2;595;167;59.5
Mix;2;595;119;59.5
3.HE;2;595;24;59.5
Mix;2;595;24;59.5
3.HE;2;595;71;59.5
Mix;2;595;71;59.5
DE;2;595;214;59.5
1.HE;2;595;71;59.5
3.HE;2;595;214;59.5
DD;2;595;71;59.5
2.HD;2;595;24;59.5
1.HD;2;595;71;59.5
1.HD;2;595;214;59.5
1.HE;2;595;119;59.5
DD;2;595;71;59.5
DD;2;595;24;59.5
Mix;2;595;71;59.5
DD;2;595;24;59.5
1.HD;2;595;24;59.5
1.HD;2;595;167;59.5
1.HE;2;595;119;59.5
2.HE;2;595;24;59.5
1.HD;2;595;214;59.5
DD;2;595;71;59.5
2.HD;2;595;214;59.5
Mix;2;595;24;59.5
DE;2;595;214;59.5
1.HE;2;595;71;59.5
2.HE;2;595;24;59.5
DE;2;595;119;59.5
2.HD;2;595;167;59.5
2.HD;2;595;24;59.5
1.HE;2;595;71;59.5
1.HD;2;595;71;59.5
Mix;2;595;71;59.5
2.HD;2;595;24;59.5
Mix;2;595;310;59.5
2.HD;2;595;167;59.5
3.HE;2;595;71;59.5
DD;2;595;119;59.5
Mix;2;595;119;59.5
2.HD;2;595;167;59.5
1.HE;2;595;167;59.5
DD;2;595;167;59.5
1.HD;2;595;24;59.5
DD;2;595;119;59.5
DE;2;595;71;59.5
3.HE;2;595;71;59.5
1.HE;2;595;24;59.5
1.HD;2;595;262;59.5
DE;2;595;71;59.5
2.HE;2;595;119;59.5
2.HD;2;595;167;59.5
1.HE;2;595;24;59.5
Mix;2;595;24;59.5
Mix;2;595;119;59.5
Mix;2;595;262;59.5
3.HE;2;595;310;59.5
DD;2;595;119;59.5
DD;2;595;24;59.5
DD;2;595;167;59.5
Mix;2;595;24;59.5
DE;2;595;24;59.5
2.HE;2;595;167;59.5
2.HD;2;595;262;59.5
DE;2;595;119;59.5
Mix;2;595;24;59.5
DE;2;595;71;59.5
Mix;2;595;24;59.5
Mix;2;595;119;59.5
1.HE;2;595;71;59.5
1.HD;2;595;214;59.5
DE;2;595;71;59.5
3.HE;2;595;71;59.5
DE;2;595;24;59.5
2.HE;2;595;71;59.5
DE;2;595;24;59.5
2.HD;2;595;24;59.5
1.HD;2;595;167;59.5
1.HE;2;595;24;59.5
DE;2;595;119;59.5
DD;2;595;24;59.5
1.HE;2;595;167;59.5
3.HE;2;595;119;59.5
2.HE;2;595;262;59.5
2.HE;2;595;119;59.5
1.HE;2;595;119;59.5
DE;2;595;119;59.5
1.HD;2;595;71;59.5
2.HD;2;595;24;59.5
1.HE;2;595;214;59.5
2.HE;2;595;71;59.5
2.HD;2;595;71;59.5
1.HE;2;595;119;59.5
1.HE;2;595;24;59.5
3.HE;2;595;24;59.5
2.HD;2;595;167;59.5
Mix;2;595;71;59.5
1.HE;2;595;262;59.5
2.HD;2;595;71;59.5
2.HD;2;595;167;59.5
Mix;2;595;167;59.5
1.HE;2;595;119;59.5
1.HE;2;595;167;59.5
DE;2;595;24;59.5
1.HD;2;595;24;59.5
Mix;2;595;119;59.5
3.HE;2;595;119;59.5
Mix;2;595;119;59.5
2.HD;2;595;167;59.5
1.HE;2;595;214;59.5
DE;2;595;214;59.5
1.HE;2;595;262;59.5
DE;2;595;262;59.5
Mix;2;595;310;59.5
2.HD;2;595;119;59.5
1.HD;2;595;167;59.5
3.HE;2;595;214;59.5
DD;2;595;24;59.5
2.HE;2;595;119;59.5
DE;2;595;24;59.5
2.HD;2;595;214;59.5
1.HD;2;595;71;59.5
2.HE;2;595;119;59.5
2.HE;2;595;71;59.5
3.HE;2;595;167;59.5
1.HD;2;595;24;59.5
DD;2;595;71;59.5
2.HD;2;595;119;59.5
2.HE;2;595;167;59.5
Mix;2;595;214;59.5
1.HE;2;595;24;59.5
2.HD;2;595;71;59.5
1.HD;2;595;167;59.5
1.HE;2;595;24;59.5
1.HE;2;595;24;59.5
1.HE;2;595;262;59.5
2.HD;2;595;24;59.5
1.HD;2;595;71;59.5
DD;2;595;71;59.5
2.HD;2;595;119;59.5
DD;2;595;214;59.5
2.HE;2;595;119;59.5
1.HE;2;595;119;59.5
1.HD;2;595;24;59.5
1.HD;2;595;24;59.5
1.HE;2;595;119;59.5
DE;2;595;262;59.5
Mix;2;595;167;59.5
Mix;2;595;71;59.5
1.HD;2;595;71;59.5
2.HD;2;595;71;59.5
DD;2;595;167;59.5
Mix;2;595;262;59.5
3.HE;2;595;71;59.5
DE;2;595;71;59.5
1.HD;2;595;167;59.5
Mix;2;595;214;59.5
3.HE;2;595;214;59.5
1.HD;2;595;167;59.5
DD;2;595;167;59.5
1.HE;2;595;71;59.5
1.HD;2;595;167;59.5
DD;2;595;71;59.5
3.HE;2;595;71;59.5
1.HE;2;595;119;59.5
1.HD;2;595;214;59.5
DE;2;595;214;59.5
2.HD;2;595;167;59.5
2.HE;2;595;71;59.5
DD;2;595;24;59.5
DE;2;595;71;59.5
3.HE;2;595;71;59.5
1.HD;2;595;214;59.5
1.HE;2;595;262;59.5
1.HD;2;595;71;59.5
2.HD;2;595;262;59.5
1.HD;2;595;24;59.5
2.HD;2;595;119;59.5
DE;2;595;71;59.5
2.HD;2;595;71;59.5
2.HD;2;595;71;59.5
1.HD;2;595;24;59.5
3.HE;2;595;262;59.5
Mix;2;595;167;59.5
Mix;2;595;214;59.5
DE;2;595;167;59.5
3.HE;2;595;119;59.5
Mix;2;595;24;59.5
DE;2;595;24;59.5
3.HE;2;595;119;59.5
DD;2;595;24;59.5
2.HE;2;595;24;59.5
Mix;2;595;71;59.5
1.HE;2;595;71;59.5
2.HD;2;595;262;59.5
3.HE;2;595;119;59.5
DE;2;595;119;59.5
DD;2;595;119;59.5
Mix;2;595;24;59.5
1.HD;2;595;167;59.5
3.HE;2;595;119;59.5
3.HE;2;595;119;59.5
1.HD;2;595;71;59.5
DE;2;595;119;59.5
1.HE;2;595;119;59.5
DD;2;595;119;59.5
2.HD;2;595;167;59.5
2.HE;2;595;24;59.5
DE;2;595;214;59.5
1.HE;2;595;71;59.5
DE;2;595;167;59.5
1.HE;2;595;71;59.5
DD;2;595;119;59.5
DD;2;595;119;59.5
1.HD;2;595;71;59.5
1.HD;2;595;71;59.5
2.HD;2;595;24;59.5
Mix;2;595;167;59.5
2.HD;2;595;24;59.5
Mix;2;595;71;59.5
3.HE;2;595;71;59.5
DE;2;595;167;59.5
1.HE;2;595;24;59.5
2.HE;2;595;119;59.5
1.HE;2;595;71;59.5
Mix;2;595;24;59.5
2.HD;2;595;167;59.5
1.HE;2;595;24;59.5
DD;2;595;71;59.5
1.HE;2;595;167;59.5
Mix;2;595;71;59.5
DE;2;595;71;59.5
1.HD;2;595;214;59.5
DD;2;595;24;59.5
DD;2;595;24;59.5
DD;2;595;24;59.5
1.HD;2;595;119;59.5
Mix;2;595;167;59.5
2.HE;2;595;71;59.5
DE;2;595;71;59.5
1.HD;2;595;167;59.5
DE;2;595;119;59.5
Mix;2;595;214;59.5
3.HE;2;595;310;59.5
1.HE;2;595;167;59.5
1.HE;2;595;71;59.5
2.HD;2;595;71;59.5
Mix;2;595;119;59.5
3.HE;2;595;24;59.5
DE;2;595;167;59.5
DE;2;595;119;59.5
DD;2;595;119;59.5
1.HE;2;595;167;59.5
1.HD;2;595;24;59.5
1.HE;2;595;262;59.5
Mix;2;595;310;59.5
Mix;2;595;119;59.5
2.HD;2;595;214;59.5
DD;2;595;24;59.5
2.HE;2;595;119;59.5
1.HE;2;595;119;59.5
2.HD;2;595;167;59.5
2.HE;2;595;71;59.5
DD;2;595;262;59.5
1.HD;2;595;71;59.5
3.HE;2;595;24;59.5
3.HE;2;595;71;59.5
DE;2;595;167;59.5
Mix;2;595;167;59.5
DE;2;595;24;59.5
1.HE;2;595;167;59.5
DE;2;595;71;59.5
1.HD;2;595;24;59.5
1.HD;2;595;262;59.5
2.HD;2;595;71;59.5
2.HE;3;489;245;59.5
1.HD;3;489;227;59.5
3.HE;3;311;175;59.5
2.HD;3;489;245;59.5
1.HD;3;489;274;59.5
3.HE;3;489;227;59.5
3.HE;3;489;220;59.5
2.HD;3;489;227;59.5
1.HD;3;489;245;59.5
DD;3;311;175;59.5
Mix;3;489;274;59.5
Mix;3;489;220;59.5
2.HD;3;489;274;59.5
Mix;3;489;220;59.5
2.HD;3;489;245;59.5
1.HE;3;489;310;59.5
2.HD;3;489;274;59.5
Mix;3;311;113;59.5
2.HD;3;489;245;59.5
2.HE;3;489;227;59.5
Mix;2;595;119;59.5
1.HE;2;595;167;59.5
1.HD;2;595;119;59.5
3.HE;2;595;71;59.5
Mix;2;595;167;59.5
2.HD;2;595;24;59.5
2.HE;2;595;24;59.5
3.HE;2;595;262;59.5
2.HE;2;595;71;59.5
Mix;2;595;24;59.5
1.HD;2;595;24;59.5
Mix;2;595;24;59.5
3.HE;2;595;24;59.5
DE;2;595;24;59.5
2.HE;2;595;167;59.5
1.HE;2;595;119;59.5
3.HE;2;595;71;59.5
DE;2;595;167;59.5
DD;2;595;167;59.5
Mix;2;595;310;59.5
DD;2;595;24;59.5
1.HD;2;595;24;59.5
1.HE;2;595;24;59.5
2.HE;2;595;24;59.5
2.HE;2;595;262;59.5
DD;2;595;119;59.5
DD;2;595;71;59.5
1.HD;2;595;71;59.5
1.HD;2;595;262;59.5
2.HD;2;595;119;59.5
3.HE;2;595;24;59.5
2.HD;2;595;119;59.5
Mix;2;595;71;59.5
Mix;2;595;24;59.5
DD;2;595;71;59.5
DE;2;595;119;59.5
DE;2;595;71;59.5
1.HD;2;595;24;59.5
2.HD;2;595;167;59.5
Mix;2;595;71;59.5
1.HD;2;595;119;59.5
DD;2;595;214;59.5
2.HD;2;595;167;59.5
DE;2;595;24;59.5
2.HD;2;595;24;59.5
DE;2;595;214;59.5
3.HE;2;595;119;59.5
DE;2;595;71;59.5
1.HE;2;595;119;59.5
1.HD;2;595;119;59.5
DE;2;595;24;59.5
3.HE;2;595;214;59.5
DE;2;595;119;59.5
3.HE;2;595;71;59.5
DD;2;595;119;59.5
DE;2;595;71;59.5
1.HE;2;595;214;59.5
2.HD;2;595;119;59.5
Mix;2;595;24;59.5
3.HE;2;595;310;59.5
3.HE;2;595;214;59.5
2.HD;2;595;24;59.5
2.HE;2;595;71;59.5
2.HE;2;595;167;59.5
1.HD;2;595;24;59.5
DD;2;595;214;59.5
1.HD;2;595;71;59.5
DE;2;595;24;59.5
Mix;2;595;71;59.5
1.HD;2;595;71;59.5
1.HD;2;595;167;59.5
2.HD;2;595;71;59.5
2.HE;2;595;24;59.5
DD;2;595;262;59.5
DD;2;595;71;59.5
DD;2;595;71;59.5
Mix;2;595;71;59.5
1.HD;2;595;119;59.5
3.HE;2;595;71;59.5
2.HD;2;595;71;59.5
DD;2;595;119;59.5
1.HD;2;595;24;59.5
Mix;2;595;262;59.5
2.HD;2;595;24;59.5
3.HE;2;595;24;59.5
1.HD;2;595;71;59.5
1.HE;2;595;24;59.5
DE;2;595;310;59.5
DE;2;595;24;59.5
DE;2;595;71;59.5
2.HD;2;595;167;59.5
2.HE;2;595;167;59.5
1.HE;2;595;71;59.5
DD;2;595;71;59.5
DE;2;595;214;59.5
2.HE;2;595;71;59.5
DD;2;595;167;59.5
2.HE;2;595;24;59.5
DD;2;595;71;59.5
Mix;2;595;119;59.5
1.HD;2;595;214;59.5
3.HE;2;595;167;59.5
3.HE;2;595;119;59.5
2.HE;2;595;119;59.5
DE;2;595;24;59.5
Mix;2;595;24;59.5
DE;2;595;24;59.5
2.HD;2;595;24;59.5
2.HD;2;595;24;59.5
Mix;2;595;119;59.5
2.HE;2;595;71;59.5
1.HD;2;595;71;59.5
DE;2;595;119;59.5
1.HD;2;595;24;59.5
DD;2;595;214;59.5
1.HD;2;595;310;59.5
DE;2;595;71;59.5
DD;2;595;119;59.5
1.HE;2;595;310;59.5
2.HD;2;595;24;59.5
DE;2;595;119;59.5
DD;2;595;24;59.5
3.HE;2;595;119;59.5
1.HE;2;595;167;59.5
DD;2;595;71;59.5
3.HE;2;595;24;59.5
DD;2;595;119;59.5
Mix;2;595;24;59.5
DD;2;595;24;59.5
1.HE;2;595;71;59.5
1.HE;2;595;71;59.5
2.HE;2;595;71;59.5
1.HE;2;595;71;59.5
DD;2;595;24;59.5
DE;2;595;71;59.5
DD;2;595;310;59.5
1.HE;2;595;119;59.5
3.HE;2;595;214;59.5
2.HE;2;595;71;59.5
3.HE;2;595;119;59.5
Mix;2;595;71;59.5
2.HD;2;595;71;59.5
2.HE;2;595;24;59.5
DE;2;595;71;59.5
3.HE;2;595;214;59.5
1.HE;2;595;119;59.5
1.HE;2;595;24;59.5
2.HD;2;595;71;59.5
3.HE;2;595;71;59.5
DD;2;595;167;59.5
DD;2;595;119;59.5
1.HD;2;595;24;59.5
1.HE;2;595;214;59.5
2.HD;2;595;71;59.5
1.HE;2;595;167;59.5
2.HE;2;595;310;59.5
1.HE;2;595;71;59.5
DD;2;595;71;59.5
1.HD;2;595;71;59.5
1.HD;2;595;71;59.5
2.HE;2;595;71;59.5
DD;2;595;262;59.5
1.HD;2;595;119;59.5
1.HD;2;595;167;59.5
1.HD;2;595;262;59.5
Mix;2;595;24;59.5
Mix;2;595;71;59.5
2.HE;2;595;167;59.5
3.HE;2;595;119;59.5
3.HE;2;595;71;59.5
DD;2;595;24;59.5
Mix;2;595;119;59.5
3.HE;2;595;71;59.5
2.HE;2;595;71;59.5
DE;2;595;310;59.5
Mix;2;595;119;59.5
3.HE;2;595;71;59.5
1.HD;2;595;167;59.5
DD;2;595;24;59.5
3.HE;2;595;119;59.5
DD;2;595;24;59.5
3.HE;2;595;310;59.5
DD;2;595;24;59.5
Mix;2;595;71;59.5
1.HD;2;595;119;59.5
2.HD;2;595;214;59.5
Mix;2;595;119;59.5
2.HE;2;595;71;59.5
Mix;2;595;167;59.5
DD;2;595;119;59.5
1.HE;2;595;119;59.5
DE;2;595;24;59.5
2.HE;2;595;24;59.5
1.HE;2;595;24;59.5
3.HE;2;595;71;59.5
3.HE;2;595;24;59.5
2.HD;2;595;71;59.5
1.HD;2;595;167;59.5
DD;2;595;119;59.5
1.HE;2;595;24;59.5
Mix;2;595;119;59.5
2.HE;2;595;214;59.5
2.HE;2;595;71;59.5
Mix;2;595;24;59.5
1.HE;2;595;262;59.5
2.HE;2;595;24;59.5
2.HE;2;595;71;59.5
DE;2;595;214;59.5
DD;2;595;24;59.5
DE;2;595;24;59.5
2.HE;2;595;119;59.5
1.HD;2;595;24;59.5
DD;2;595;71;59.5
2.HE;2;595;24;59.5
2.HE;2;595;24;59.5
1.HE;2;595;119;59.5
DE;2;595;24;59.5
Mix;2;595;167;59.5
DD;2;595;119;59.5
DD;2;595;262;59.5
1.HE;2;595;262;59.5
2.HE;2;595;24;59.5
DE;2;595;262;59.5
Mix;2;595;310;59.5
1.HD;2;595;24;59.5
DD;2;595;24;59.5
2.HE;2;595;71;59.5
1.HD;2;595;24;59.5
DD;2;595;214;59.5
1.HD;2;595;119;59.5
3.HE;2;595;167;59.5
3.HE;2;595;71;59.5
DE;2;595;214;59.5
3.HE;2;595;214;59.5
3.HE;2;595;71;59.5
3.HE;2;595;24;59.5
3.HE;2;595;262;59.5
DD;2;595;24;59.5
DE;2;595;119;59.5
DD;2;595;119;59.5
Mix;2;595;24;59.5
2.HE;2;595;24;59.5
DE;2;595;24;59.5
DE;2;595;24;59.5
1.HD;2;595;24;59.5
DD;2;595;119;59.5
3.HE;2;595;167;59.5
Mix;2;595;24;59.5
2.HD;2;595;24;59.5
DE;2;595;262;59.5
2.HD;2;595;262;59.5
1.HD;2;595;71;59.5
DE;2;595;167;59.5
2.HD;2;595;71;59.5
2.HE;2;595;119;59.5
1.HD;2;595;119;59.5
DE;2;595;71;59.5
2.HD;2;595;71;59.5
1.HE;2;595;24;59.5
DE;2;595;119;59.5
1.HE;2;595;119;59.5
3.HE;2;595;119;59.5
3.HE;2;595;71;59.5
2.HD;2;595;24;59.5
Mix;2;595;119;59.5
3.HE;2;595;24;59.5
Mix;2;595;24;59.5
1.HE;2;595;167;59.5
1.HD;2;595;167;59.5
DE;2;595;167;59.5
2.HD;2;595;71;59.5
DD;2;595;24;59.5
1.HE;2;595;71;59.5
DE;2;595;119;59.5
1.HE;2;595;71;59.5
DD;2;595;167;59.5
1.HE;2;595;214;59.5
2.HE;2;595;71;59.5
DD;2;595;24;59.5
2.HE;2;595;71;59.5
1.HD;2;595;24;59.5
DE;2;595;119;59.5
1.HE;2;595;24;59.5
Mix;2;595;24;59.5
2.HD;2;595;119;59.5
Mix;2;595;71;59.5
2.HE;2;595;214;59.5
DE;2;595;71;59.5
Mix;2;595;24;59.5
3.HE;2;595;24;59.5
DD;2;595;214;59.5
1.HE;2;595;71;59.5
2.HE;2;595;24;59.5
2.HD;2;595;167;59.5
3.HE;2;595;310;59.5
1.HD;2;595;24;59.5
1.HE;2;595;167;59.5
3.HE;2;595;24;59.5
DD;2;595;167;59.5
2.HE;2;595;24;59.5
3.HE;2;595;24;59.5
1.HD;2;595;24;59.5
1.HE;2;595;24;59.5
DE;2;595;71;59.5
DD;2;595;24;59.5
1.HD;2;595;24;59.5
DE;2;595;24;59.5
Mix;2;595;71;59.5
DE;2;595;310;59.5
3.HE;2;595;71;59.5
1.HE;2;595;262;59.5
Mix;2;595;24;59.5
2.HD;2;595;71;59.5
2.HD;2;595;119;59.5
1.HD;2;595;71;59.5
DD;2;595;71;59.5
DE;2;595;24;59.5
2.HD;2;595;119;59.5
Mix;2;595;71;59.5
2.HE;2;595;167;59.5
Mix;2;595;119;59.5
1.HE;2;595;119;59.5
2.HE;2;595;24;59.5
DD;2;595;167;59.5
DE;2;595;214;59.5
1.HD;2;595;167;59.5
DE;2;595;24;59.5
DE;2;595;310;59.5
1.HD;2;595;119;59.5
DE;2;595;24;59.5
2.HD;2;595;24;59.5
DE;2;595;167;59.5
Mix;2;595;119;59.5
1.HE;2;595;71;59.5
3.HE;2;595;214;59.5
DE;2;595;71;59.5
Mix;2;595;119;59.5
2.HD;2;595;71;59.5
2.HD;2;595;71;59.5
3.HE;2;595;24;59.5
1.HE;2;595;71;59.5
1.HE;3;524;255;60.0
Mix;2;600;133;60.0
1.HE;2;600;333;60.0
Mix;2;600;267;60.0
2.HE;2;600;267;60.0
Mix;2;600;133;60.0
1.HD;2;600;267;60.0
3.HE;2;600;0;60.0
Mix;2;600;133;60.0
2.HE;2;600;267;60.0
Mix;2;600;200;60.0
1.HE;2;600;200;60.0
3.HE;2;600;200;60.0
2.HD;2;600;200;60.0
1.HD;2;600;133;60.0
2.HD;2;600;67;60.0
2.HD;2;600;267;60.0
2.HE;2;600;133;60.0
3.HE;2;600;333;60.0
1.HE;2;600;200;60.0
1.HD;2;600;200;60.0
DD;2;600;200;60.0
3.HE;2;600;0;60.0
1.HD;2;600;200;60.0
2.HD;2;600;200;60.0
2.HD;2;600;67;60.0
3.HE;2;600;267;60.0
Mix;2;600;200;60.0
2.HE;2;600;0;60.0
1.HE;2;600;267;60.0
3.HE;2;600;0;60.0
2.HD;3;516;306;60.0
2.HD;2;600;67;60.0
1.HD;2;600;267;60.0
1.HD;2;600;133;60.0
DD;2;600;67;60.0
2.HD;2;600;67;60.0
1.HD;2;600;67;60.0
DD;2;600;133;60.0
2.HD;2;600;67;60.0
2.HD;2;600;0;60.0
Mix;2;600;133;60.0
2.HE;2;600;133;60.0
2.HD;2;600;200;60.0
Mix;2;600;133;60.0
3.HE;2;600;133;60.0
1.HD;2;600;0;60.0
2.HD;3;516;259;60.0
Mix;2;600;67;60.0
3.HE;2;600;133;60.0
1.HD;2;600;133;60.0
Mix;2;600;200;60.0
3.HE;2;600;0;60.0
2.HD;2;600;200;60.0
Mix;2;600;133;60.0
1.HD;2;600;0;60.0
2.HD;2;600;133;60.0
Mix;2;600;267;60.0
1.HD;2;600;267;60.0
DD;2;600;0;60.0
2.HE;2;600;67;60.0
3.HE;2;600;267;60.0
2.HE;2;600;67;60.0
1.HD;2;600;133;60.0
Mix;2;600;0;60.0
DD;2;600;200;60.0
DE;3;455;268;60.0
DD;2;600;200;60.0
2.HD;2;600;67;60.0
2.HE;2;600;67;60.0
3.HE;2;600;0;60.0
DD;2;600;67;60.0
1.HD;3;516;264;60.0
3.HE;2;600;200;60.0
2.HE;2;600;0;60.0
3.HE;2;600;67;60.0
DD;2;600;67;60.0
DD;2;600;200;60.0
Mix;2;600;200;60.0
1.HD;2;600;267;60.0
2.HD;2;600;67;60.0
Mix;2;600;0;60.0
1.HD;2;600;133;60.0
DD;2;600;67;60.0
Mix;2;600;200;60.0
3.HE;2;600;0;60.0
3.HE;2;600;67;60.0
Mix;2;600;133;60.0
3.HE;2;600;0;60.0
1.HE;2;600;200;60.0
3.HE;2;600;67;60.0
3.HE;2;600;67;60.0
DD;2;600;67;60.0
Mix;2;600;267;60.0
1.HD;2;600;0;60.0
DD;3;422;175;60.0
1.HD;2;600;133;60.0
2.HD;2;600;67;60.0
2.HE;2;600;200;60.0
3.HE;2;600;133;60.0
2.HE;2;600;0;60.0
Mix;2;600;0;60.0
3.HE;2;600;67;60.0
DD;2;600;200;60.0
1.HE;2;600;133;60.0
1.HD;2;600;267;60.0
2.HD;2;600;267;60.0
3.HE;2;600;267;60.0
1.HD;2;600;67;60.0
2.HD;2;600;267;60.0
1.HD;2;600;267;60.0
Mix;2;600;267;60.0
1.HE;2;600;200;60.0
Mix;2;600;67;60.0
Mix;2;600;200;60.0
1.HE;2;600;200;60.0
1.HD;2;600;67;60.0
Mix;2;600;133;60.0
Mix;2;600;133;60.0
2.HD;2;600;200;60.0
1.HE;2;600;133;60.0
1.HE;2;600;200;60.0
1.HD;2;600;67;60.0
DD;2;600;267;60.0
2.HE;2;600;0;60.0
Mix;2;600;67;60.0
2.HD;2;600;133;60.0
2.HD;2;600;200;60.0
Mix;2;600;133;60.0
Mix;2;600;133;60.0
DD;2;600;0;60.0
2.HE;2;600;133;60.0
2.HE;2;600;67;60.0
DE;3;212;43;60.0
Mix;2;600;267;60.0
DD;2;600;200;60.0
3.HE;2;600;67;60.0
2.HD;2;600;67;60.0
1.HE;2;600;67;60.0
1.HD;2;600;133;60.0
Mix;2;600;200;60.0
1.HE;2;600;200;60.0
DD;2;600;267;60.0
2.HD;2;600;133;60.0
1.HE;2;600;67;60.0
2.HD;2;600;67;60.0
2.HE;2;600;133;60.0
1.HD;2;600;267;60.0
2.HE;2;600;133;60.0
2.HD;2;600;133;60.0
2.HD;2;600;200;60.0
3.HE;2;600;133;60.0
DD;2;600;200;60.0
1.HE;2;600;0;60.0
2.HD;2;600;200;60.0
1.HD;2;600;133;60.0
3.HE;2;600;200;60.0
DD;2;600;133;60.0
DD;2;600;133;60.0
1.HD;2;600;267;60.0
2.HE;2;600;67;60.0
DD;2;600;133;60.0
3.HE;2;600;133;60.0
DD;2;600;67;60.0
3.HE;2;600;200;60.0
DD;2;600;267;60.0
1.HD;2;600;267;60.0
1.HD;2;600;200;60.0
1.HD;2;600;267;60.0
2.HE;2;600;133;60.0
1.HE;2;600;0;60.0
DE;3;455;196;60.0
1.HD;2;600;133;60.0
2.HE;2;600;67;60.0
2.HE;2;600;267;60.0
2.HD;2;600;133;60.0
2.HE;2;600;267;60.0
3.HE;2;600;267;60.0
3.HE;2;600;0;60.0
2.HD;2;600;267;60.0
1.HD;2;600;0;60.0
3.HE;2;600;133;60.0
1.HE;2;600;200;60.0
2.HD;2;600;200;60.0
Mix;2;600;200;60.0
Mix;2;600;67;60.0
3.HE;2;600;67;60.0
1.HE;2;600;67;60.0
1.HE;2;600;0;60.0
1.HE;2;600;267;60.0
1.HE;2;600;200;60.0
1.HE;2;600;267;60.0
Mix;2;600;267;60.0
2.HE;2;600;200;60.0
1.HD;2;600;67;60.0
3.HE;2;600;67;60.0
DD;2;600;200;60.0
1.HE;2;600;267;60.0
1.HD;2;600;267;60.0
3.HE;2;600;67;60.0
1.HE;2;600;67;60.0
2.HD;2;600;200;60.0
DD;2;600;200;60.0
2.HE;2;600;0;60.0
DD;2;600;67;60.0
2.HE;2;600;200;60.0
2.HE;2;600;200;60.0
2.HE;2;600;67;60.0
1.HE;2;600;0;60.0
Mix;2;600;0;60.0
2.HD;2;600;133;60.0
1.HD;2;600;67;60.0
3.HE;2;600;0;60.0
2.HD;2;600;200;60.0
Mix;2;600;67;60.0
2.HE;2;600;67;60.0
1.HD;2;600;267;60.0
DD;2;600;0;60.0
3.HE;2;600;67;60.0
1.HD;2;600;0;60.0
1.HD;2;600;133;60.0
2.HD;2;600;0;60.0
